SET 10,SET5 ,,,,Set 5,Set 10,,SET5,SET10
1.5422214999998687,1.4045924999991257,,,,1.4045925,1.5422215,,,
1.8940919999986363,1.2393513999995776,,,,1.2393514,1.894092,,,
0.944638600001781,1.3523150000000896,,,,1.352315,0.9446386,,,
1.3759501000004093,1.1370083999991039,,,,1.1370084,1.3759501,,,
1.7126673000002484,1.9662979000713676,,,,1.9662979,1.7126673,,,
1.3299877999997989,1.9611661999952048,,,,1.9611662,1.3299878,,,
1.7966808999990462,1.9586119999876246,,,,1.958612,1.7966809,,,
1.2063065000002098,2.140002300031483,,,,2.1400023,1.2063065,,,
1.3595669000005728,1.988520700018853,,,,1.9885207,1.3595669,,,
1.1619786999999633,1.5091101999860257,,,,1.5091102,1.1619787,,,
2.1444418000010046,1.3061507999664173,,,,1.3061508,2.1444418,,,
1.7113921999989543,1.8378171999938786,,,,1.8378172,1.7113922,,,
1.1800555999998323,4.406232099980116,,,,4.4062321,1.1800556,,,
1.3066296999986662,1.3768377000233158,,,,1.3768377,1.3066297,,,
1.1799871000002895,1.6601658000145108,,,,1.6601658,1.1799871,,,
1.4443862999996782,1.7562794999685138,,,,1.7562795,1.4443863,,,
1.328970600001412,1.5848929000785574,,,,1.5848929,1.3289706,,,
1.155312099999719,4.106231200043112,,,,4.1062312,1.1553121,,,
1.6442046000011032,2.0737338999751955,,,,2.0737339,1.6442046,,,
1.7974002999999357,1.3608323000371456,,,,1.3608323,1.7974003,,,
1.3446267999988777,1.4273597999708727,,,,1.4273598,1.3446268,,,
1.229992200000197,1.3674523999216035,,,,1.3674524,1.2299922,,,
1.5125081999995018,2.1944693999830633,,,,2.1944694,1.5125082,,,
1.6680606999998417,2.4730275999754667,,,,2.4730276,1.6680607,,,
1.4290356999990763,2.8772640000097454,,,,2.877264,1.4290357,,,
1.2385711999995692,1.7930962999816984,,,,1.7930963,1.2385712,,,
4.099004900082946,2.4404493999900296,,,,2.4404494,4.0990049,,,
2.3834172999486327,3.9394615999190137,,,,3.9394616,2.3834173,,,
1.7972676999634132,2.6592914999928325,,,,2.6592915,1.7972677,,,
3.063066600007005,1.8580154000082985,,,,1.8580154,3.0630666,,,
2.5022154999896884,1.625794600113295,,,,1.6257946,2.5022155,,,
1.708457300090231,1.7228576999623328,,,,1.7228577,1.7084573,,,
2.1629220000468194,1.80719850002788,,,,1.8071985,2.162922,,,
2.4199935001088306,2.5920341999735683,,,,2.5920342,2.4199935,,,
1.1667258000234142,3.256180299911648,,,,3.2561803,1.1667258,,,
2.1264590000500903,3.6930835000239313,,,,3.6930835,2.126459,,,
3.247777899960056,2.2104279999621212,,,,2.210428,3.2477779,,,
1.4704556000651792,1.41338879999239,,,,1.4133888,1.4704556,,,
1.5817562999436632,1.7224631999852136,,,,1.7224632,1.5817563,,,
2.5714536000741646,2.742413100088015,,,,2.7424131,2.5714536,,,
2.841378299985081,4.02259209996555,,,,4.0225921,2.8413783,,,
2.3491537999361753,4.274978899979033,,,,4.2749789,2.3491538,,,
2.350009100046009,2.8085265000117943,,,,2.8085265,2.3500091,,,
4.799849800067022,5.325800399994478,,,,5.3258004,4.7998498,,,
2.955917799961753,3.490315100061707,,,,3.4903151,2.9559178,,,
2.836644100025296,2.892536800005473,,,,2.8925368,2.8366441,,,
3.1440868999343365,1.6902582000475377,,,,1.6902582,3.1440869,,,
2.546158600016497,1.518738199956715,,,,1.5187382,2.5461586,,,
2.5372467000270262,3.1905786999268457,,,,3.1905787,2.5372467,,,
4.016999299987219,3.219306100043468,,,,3.2193061,4.0169993,,,
3.0170404999516904,2.827066000085324,,,,2.827066,3.0170405,,,
3.2609592000953853,2.2103081999812275,,,,2.2103082,3.2609592,,,
2.8586101001128554,1.4154014999512583,,,,1.4154015,2.8586101,,,
3.7812693999148905,2.1585804000496864,,,,2.1585804,3.7812694,,,
2.727012100047432,1.5989130000816658,,,,1.598913,2.7270121,,,
2.7620513000292704,2.155931600020267,,,,2.1559316,2.7620513,,,
2.5121343000791967,2.015088999993168,,,,2.015089,2.5121343,,,
1.5985601000720635,1.873573400080204,,,,1.8735734,1.5985601,,,
2.085787699907087,2.2075371000682935,,,,2.2075371,2.0857877,,,
2.2951616999926046,1.790545600000769,,,,1.7905456,2.2951617,,,
2.540734599926509,1.5090219000121579,,,,1.5090219,2.5407346,,,
3.3640876000281423,2.4363541998900473,,,,2.4363542,3.3640876,,,
2.565551199950278,2.7124576999340206,,,,2.7124577,2.5655512,,,
3.351407900103368,2.191872900002636,,,,2.1918729,3.3514079,,,
2.4869288000045344,1.9737886000657454,,,,1.9737886,2.4869288,,,
3.5578841000096872,1.8723840999882668,,,,1.8723841,3.5578841,,,
4.055277800071053,2.639932499965653,,,,2.6399325,4.0552778,,,
1.5034256000071764,1.8983147999970242,,,,1.8983148,1.5034256,,,
1.8981341000180691,2.8733892999589443,,,,2.8733893,1.8981341,,,
4.71094370004721,2.1195197000633925,,,,2.1195197,4.7109437,,,
4.995360599947162,3.6824944000691175,,,,3.6824944,4.9953606,,,
2.328340799896978,3.4684128999942914,,,,3.4684129,2.3283408,,,
4.803432799992152,2.7329242998966947,,,,2.7329243,4.8034328,,,
5.576883099973202,2.0277874999446794,,,,2.0277875,5.5768831,,,
2.344022999983281,1.8908274000277743,,,,1.8908274,2.344023,,,
2.75859570002649,2.4480343000032008,,,,2.4480343,2.7585957,,,
1.7908449999522418,1.742609899956733,,,,1.7426099,1.790845,,,
2.2646513999206945,3.102773500024341,,,,3.1027735,2.2646514,,,
1.8478347999043763,1.9216833000537008,,,,1.9216833,1.8478348,,,
1.731363800005056,3.0553248000796884,,,,3.0553248,1.7313638,,,
3.7621072999900207,2.045437900000252,,,,2.0454379,3.7621073,,,
1.7812302000820637,1.7290952999610454,,,,1.7290953,1.7812302,,,
3.6021903000073507,3.524798500002362,,,,3.5247985,3.6021903,,,
1.7077788999304175,2.5413133000256494,,,,2.5413133,1.7077789,,,
3.782564299996011,1.7557683000341058,,,,1.7557683,3.7825643,,,
3.8463841000339016,2.4729052999755368,,,,2.4729053,3.8463841,,,
2.727155099972151,2.960718599963002,,,,2.9607186,2.7271551,,,
2.528438500012271,2.5907152000581846,,,,2.5907152,2.5284385,,,
3.4087709999876097,1.4584624000126496,,,,1.4584624,3.408771,,,
3.2103423998923972,2.6450523000676185,,,,2.6450523,3.2103424,,,
4.443664800026454,2.325414999970235,,,,2.325415,4.4436648,,,
3.185006199986674,1.708011099952273,,,,1.7080111,3.1850062,,,
2.5526166999479756,1.8122939000604674,,,,1.8122939,2.5526167,,,
2.684601799934171,1.97006110008806,,,,1.9700611,2.6846018,,,
2.603804299957119,3.191244399989955,,,,3.1912444,2.6038043,,,
2.7588462000712752,1.6726059999782592,,,,1.672606,2.7588462,,,
2.3702699000714347,2.5591492999810725,,,,2.5591493,2.3702699,,,
2.4082428000401706,1.9032171999569982,,,,1.9032172,2.4082428,,,
1.3846510999137536,1.779329700046219,,,,1.7793297,1.3846511,,,
2.4745021999115124,2.418230599956587,,,,2.4182306,2.4745022,,,
1.8692679000087082,2.75936649995856,,,,2.7593665,1.8692679,,,
2.4802262000739574,1.3112282000947744,,,,1.3112282,2.4802262,,,
3.5675840999465436,2.398994700051844,,,,2.3989947,3.5675841,,,
2.79538629995659,1.4187942000571638,,,,1.4187942,2.7953863,,,
2.18255849997513,2.3312154000159353,,,,2.3312154,2.1825585,,,
2.3722681999206543,1.8984481000807136,,,,1.8984481,2.3722682,,,
2.8493195000337437,1.8495934999082237,,,,1.8495935,2.8493195,,,
3.4473223000532016,1.732445599976927,,,,1.7324456,3.4473223,,,
2.14723900007084,1.518378800014034,,,,1.5183788,2.147239,,,
3.1092726999195293,1.6535451000090688,,,,1.6535451,3.1092727,,,
3.148816299973987,1.3826791997998953,,,,1.3826792,3.1488163,,,
2.0201779000926763,1.9184459999669343,,,,1.918446,2.0201779,,,
3.0428496000822634,1.9302520998753607,,,,1.9302521,3.0428496,,,
4.617689000093378,3.3148097000084817,,,,3.3148097,4.617689,,,
2.6174304999876767,2.070868199924007,,,,2.0708682,2.6174305,,,
2.7894794000312686,1.5980458999983966,,,,1.5980459,2.7894794,,,
1.9452511999988928,1.2662640998605639,,,,1.2662641,1.9452512,,,
